Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
G2 6NN,No,55.868634,-4.241903,259811,666212,NS598662,6/1/1996 12:00:00 AM,6/1/1997 12:00:00 AM,48,,,"Glasgow Queen Street",0.9,"",""
G2 6NP,No,55.860744,-4.259043,258710,665369,NS587653,8/1/1973 12:00:00 AM,6/1/1976 12:00:00 AM,32,,,"Glasgow Central",0.1,"",""
G2 6NQ,No,55.868634,-4.241903,259811,666212,NS598662,2/1/1975 12:00:00 AM,7/1/1992 12:00:00 AM,48,,,"Glasgow Queen Street",0.9,"",""
G2 6NR,No,55.860996,-4.260016,258650,665399,NS586653,6/1/1986 12:00:00 AM,12/1/1994 12:00:00 AM,33,,,"Glasgow Central",0.2,"",""
G2 6NS,No,55.860565,-4.259033,258710,665349,NS587653,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,31,,,"Glasgow Central",0.1,"",""
G2 6NT,Yes,55.861226,-4.258735,258731,665422,NS587654,1/1/1980 12:00:00 AM,,35,,,"Glasgow Central",0.2,"",""
G2 6NU,Yes,55.861359,-4.259846,258662,665439,NS586654,1/1/1980 12:00:00 AM,,36,0,0,"Glasgow Central",0.2,"",""
G2 6NW,No,55.859566,-4.261547,258549,665243,NS585652,1/1/2002 12:00:00 AM,3/1/2002 12:00:00 AM,24,,,"Glasgow Central",0.2,"",""
G2 6NX,No,55.860973,-4.261294,258570,665399,NS585653,1/1/1980 12:00:00 AM,2/1/1995 12:00:00 AM,34,,,"Glasgow Central",0.3,"",""
G2 6NY,No,55.861318,-4.259108,258708,665433,NS587654,1/1/2002 12:00:00 AM,3/1/2002 12:00:00 AM,36,,,"Glasgow Central",0.2,"",""
G2 6NZ,No,55.861277,-4.259394,258690,665429,NS586654,10/1/1980 12:00:00 AM,12/1/1994 12:00:00 AM,35,,,"Glasgow Central",0.2,"",""
G2 6PA,No,55.861388,-4.259704,258671,665442,NS586654,1/1/1980 12:00:00 AM,10/1/2006 12:00:00 AM,36,,,"Glasgow Central",0.2,"",""
G2 6PB,No,55.861388,-4.259704,258671,665442,NS586654,1/1/1998 12:00:00 AM,7/1/1998 12:00:00 AM,36,,,"Glasgow Central",0.2,"",""
G2 6PD,No,55.861301,-4.258116,258770,665429,NS587654,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,36,,,"Glasgow Central",0.2,"",""
G2 6PE,Yes,55.861478,-4.258734,258732,665450,NS587654,6/1/2011 12:00:00 AM,,37,,,"Glasgow Central",0.2,"",""
G2 6PG,No,55.861277,-4.259394,258690,665429,NS586654,1/1/1980 12:00:00 AM,12/1/1996 12:00:00 AM,35,,,"Glasgow Central",0.2,"",""
G2 6PH,Yes,55.860861,-4.258285,258758,665381,NS587653,1/1/1980 12:00:00 AM,,34,2,1,"Glasgow Central",0.1,"",""
G2 6PJ,No,55.860936,-4.258415,258750,665389,NS587653,1/1/1980 12:00:00 AM,12/1/1995 12:00:00 AM,34,,,"Glasgow Central",0.1,"",""
